textId,themeId,themeName,eventId,eventTitle,category,speaker,difficulty,isPool,poolIndex,text,feedback,time,budget,satisfaction,risk,compositeScore,tags,tone,setsFlags,requiresFlags
T0208,scope_creep,"客户突然加需求",M002_S2B,"甲方群的不满发酵（阶段 2/2）",satisfaction_mgmt,shenmi_qun,2,FALSE,,"把已完成的预算草案先发过去，承诺后续完善","你发了份半成品过去。对方说「好的」，但你知道这种敷衍迟早会有代价。",0,0,-1,1,0,neutral,safe,,
T0209,scope_creep,"客户突然加需求",M002_S2C,"人情的代价（阶段 2/2）",budget_conflict,jishu_zhe,2,FALSE,,"请阿哲喝杯奶茶，口头感谢","一杯奶茶换一份数据整理，你觉得自己赚了。阿哲喝着奶茶说「下次请星巴克」——你知道这是朋友间的玩笑。",0,-1,1,-1,-1,neutral,safe,,
T0210,scope_creep,"客户突然加需求",M002_S2C,"人情的代价（阶段 2/2）",budget_conflict,jishu_zhe,2,FALSE,,"下次主动帮阿哲分担工作","你记下了这个人情。在职场里，互相帮衬比什么都重要。下次阿哲需要帮忙的时候，你会第一个站出来。",0,0,1,1,2,neutral,safe,,
T0211,system_launch,"系统上线第一天",M003,"OA系统大面积崩溃",time_pressure,jishu_zhe,3,FALSE,,"立刻重新整理审批材料，做好最坏打算","你翻出邮件备份和本地草稿，开始重做审批材料。半小时后阿哲说数据恢复了——但你的重做版比原版更完整。",-2,0,0,-1,-3,time_heavy,professional,,
T0212,system_launch,"系统上线第一天",M003,"OA系统大面积崩溃",time_pressure,jishu_zhe,3,FALSE,,"等待阿哲的抢修结果","你选择了等待。两个小时后阿哲说「大部分数据保住了，但有零星的丢失」。你的那份审批——恰好在丢失的那批里。",0,0,0,1,1,neutral,safe,,
T0213,system_launch,"系统上线第一天",M003,"OA系统大面积崩溃",time_pressure,jishu_zhe,3,FALSE,,"请阿哲优先检查你的审批记录","阿哲帮你查了——你的审批记录完好。但他也说了：「下次别插队，我按优先级处理的。」",-1,0,1,-1,-1,neutral,safe,,
T0214,system_launch,"系统上线第一天",M003_S2A,"数据恢复后的发现（阶段 2/3）",risk_compliance,jishu_zhe,2,FALSE,,"支持阿哲上报并修复漏洞","漏洞被修复了，合规部发了全员表扬邮件。虽然花了时间，但避免了一个潜在的灾难。",-1,0,1,-2,-2,risk_reducer,formal,,
T0215,system_launch,"系统上线第一天",M003_S2A,"数据恢复后的发现（阶段 2/3）",risk_compliance,jishu_zhe,2,FALSE,,"建议阿哲静默修复，不要声张","阿哲修了漏洞但没上报。你知道这种事情如果以后被发现，后果会更严重。",0,0,-1,1,0,neutral,safe,,
T0216,system_launch,"系统上线第一天",M003_S2B,"审批数据丢失之后（阶段 2/3）",time_pressure,lin_zong,2,FALSE,,"逐个部门拜访重新签字","你跑了三趟，每个人都给你签了。虽然累，但你顺便和各部门聊了聊——信息就是权力。",-2,0,1,0,-1,time_heavy,safe,,
T0217,system_launch,"系统上线第一天",M003_S2B,"审批数据丢失之后（阶段 2/3）",time_pressure,lin_zong,2,FALSE,,"发邮件请求电子签","邮件发出去了。两个部门当天回了，一个部门三天后才回。效率参差不齐。",-1,0,-1,0,-2,neutral,safe,,
T0218,system_launch,"系统上线第一天",M003_S2C,"阿哲的额外请求（阶段 2/3）",satisfaction_mgmt,jishu_zhe,2,FALSE,,"花时间帮他润色文档","你把技术术语翻译成了人话。阿哲说「太强了」，客户看了也觉得清晰。你又多了一个在技术部欠你人情的人。",-1,0,1,-1,-1,neutral,safe,,
T0219,system_launch,"系统上线第一天",M003_S2C,"阿哲的额外请求（阶段 2/3）",satisfaction_mgmt,jishu_zhe,2,FALSE,,"简单看一下给几条建议","你扫了一眼，给了两条建议。阿哲说「够了，谢谢」。你没有欠什么，也没有得到什么。",0,0,1,1,2,neutral,safe,,
T0220,system_launch,"系统上线第一天",M003_S3A,"系统的教训（最终阶段）",time_pressure,lin_zong,2,FALSE,,"总结一份故障应对SOP分享给团队","你写了一份《系统故障应对SOP》，林总转发给了全公司。你在复盘会上被点名表扬——「这就是专业素质。」",-1,0,2,-1,0,satisfaction_boost,safe,,
T0221,system_launch,"系统上线第一天",M003_S3A,"系统的教训（最终阶段）",time_pressure,lin_zong,2,FALSE,,"私下归档，经验自己留着","你把经验教训记在了自己的文档里。下次类似情况你会处理得更快，但团队没有任何成长。",0,0,1,-1,0,neutral,safe,,
T0222,system_launch,"系统上线第一天",M003_S3B,"系统的教训（最终阶段）",time_pressure,jishu_zhe,2,FALSE,,"和阿哲一起推动自动化备份","你们花了一个下午配置了自动备份脚本。阿哲说「这下以后少一个背锅的理由了」——你笑了。",-1,-1,0,-2,-4,risk_reducer,formal,,
T0223,system_launch,"系统上线第一天",M003_S3B,"系统的教训（最终阶段）",time_pressure,jishu_zhe,2,FALSE,,"接受风险，继续手头工作","你决定不在这件事上再花时间。下次系统会不会再崩？不知道。但你还有更紧急的事要处理。",0,0,0,1,1,neutral,safe,,
T0224,roadshow,"路演前24小时",M004,"大屏演示前的致命故障",risk_compliance,jishu_zhe,2,FALSE,,"立刻换会议室，重新布置","你带团队在15分钟内把隔壁会议室布置好了。客户到的时候一切就绪——他们甚至不知道刚才发生了什么。",-2,0,1,-2,-3,time_heavy;risk_reducer,formal,,
T0225,roadshow,"路演前24小时",M004,"大屏演示前的致命故障",risk_compliance,jishu_zhe,2,FALSE,,"用笔记本电脑+投屏器应急","阿哲从他的包里掏出一个投屏器。画面是小了点，但能看。客户没说什么，但你注意到他们皱眉了。",-1,0,0,1,0,neutral,safe,,
T0226,roadshow,"路演前24小时",M004,"大屏演示前的致命故障",risk_compliance,jishu_zhe,2,FALSE,,"向客户坦诚说明并推迟15分钟","你在门口迎接客户时坦诚了情况。客户说「没关系，我们也经常遇到」——但你知道他们心里记了一笔。",0,0,-1,1,0,neutral,safe,,
T0227,roadshow,"路演前24小时",M004_S2A,"演示成功之后（阶段 2/2）",time_pressure,lin_zong,2,FALSE,,"主动写故障报告并推动设备更新","你写的故障报告被IT部采纳了，会议室设备下个月全部更新。你成了「设备更新推动者」——一个意想不到的标签。",-1,0,2,-1,0,satisfaction_boost,safe,,
T0228,roadshow,"路演前24小时",M004_S2A,"演示成功之后（阶段 2/2）",time_pressure,lin_zong,2,FALSE,,"让IT部门自己排查，你继续工作","你给IT发了封邮件说明了情况。他们回复「已记录」——然后就没有然后了。下次演示可能还会遇到同样的问题。",0,0,1,1,2,neutral,safe,,
T0229,roadshow,"路演前24小时",M004_S2B,"演示效果打折扣（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"连夜优化所有图表尺寸并发送高清版","你加班调整了所有图表的字号和对比度，发了一份高清PDF。张总回复「收到，很清楚」——虽然你怀疑他根本没打开。",-2,0,1,-1,-2,time_heavy,professional,,
T0230,roadshow,"路演前24小时",M004_S2B,"演示效果打折扣（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"发邮件总结要点，附上原始数据","你写了份详细的邮件，把演示要点和底层数据都附上了。虽然没有挽回演示的瑕疵，但至少留下了专业的印象。",-1,0,1,-1,-1,neutral,safe,,
T0231,regulatory,"监管问询来函",M005,"监管突击检查通知",risk_compliance,hegui_chen,3,FALSE,,"组建突击小组，系统整理所有底稿","你找了实习生小许和阿哲帮忙，三个人花了两天整理出了完整底稿。陈老师抽查后说「比我想象的整齐」——这是一句极高的评价。",-2,0,0,-2,-4,time_heavy;risk_reducer,formal,,
T0232,regulatory,"监管问询来函",M005,"监管突击检查通知",risk_compliance,hegui_chen,3,FALSE,,"优先整理高风险项目底稿","你凭经验挑出了最容易被查的几个项目，重点整理了它们的底稿。其他的——到时候再说吧。",-2,0,0,-1,-3,time_heavy,professional,,
T0233,regulatory,"监管问询来函",M005,"监管突击检查通知",risk_compliance,hegui_chen,3,FALSE,,"先把能找的归档，其他的到时解释","你把现成的文件整齐地码好了。陈老师看了看说「这些肯定不够」，但时间确实来不及了。",-1,0,0,1,0,neutral,safe,,
T0234,regulatory,"监管问询来函",M005_S2A,"团队协作中的冲突（阶段 2/3）",time_pressure,shixi_xu,2,FALSE,,"亲自介入调解，找到折中方案","你翻了邮件记录，发现这份材料去年是通过邮件发送的，没有进系统。你让双方都松了一口气。",-1,0,1,-1,-1,neutral,safe,,
T0235,regulatory,"监管问询来函",M005_S2A,"团队协作中的冲突（阶段 2/3）",time_pressure,shixi_xu,2,FALSE,,"让小许继续找，你继续整其他材料","小许继续翻了两个小时终于找到了——在一个共享文件夹里。但这两个小时本可以用来做更重要的事。",0,0,-1,1,0,neutral,safe,,
T0236,regulatory,"监管问询来函",M005_S2B,"遗漏的底稿被发现（阶段 2/3）",risk_compliance,hegui_chen,2,FALSE,,"临时联系审批人补签","你花了半天找审批人补签——其中一个人已经在休假了，你打了三个电话才找到他。签是补上了，但每个人都觉得你很烦。",-2,0,-1,-1,-4,time_heavy,professional,,
T0237,regulatory,"监管问询来函",M005_S2B,"遗漏的底稿被发现（阶段 2/3）",risk_compliance,hegui_chen,2,FALSE,,"准备书面说明材料替代签字","你准备了一份详细的情况说明。陈老师说「检查的时候可以试试」——但她也说了「试试」而不是「没问题」。",-1,0,0,1,0,neutral,safe,,
T0238,regulatory,"监管问询来函",M005_S2C,"检查当天（阶段 2/3）",risk_compliance,hegui_chen,2,FALSE,,"坦诚说明情况并提供替代证据","你如实说明底稿不完整但提供了相关邮件和会议记录作为替代。检查人员记了一笔，但没有深究。",-1,0,-1,-1,-3,neutral,safe,,
T0239,regulatory,"监管问询来函",M005_S2C,"检查当天（阶段 2/3）",risk_compliance,hegui_chen,2,FALSE,,"现场翻找——能找多少是多少","你在检查人员面前翻箱倒柜——最后找到了一些材料。但这个过程本身就不太专业。",-2,0,-1,1,-2,time_heavy,professional,,
T0240,regulatory,"监管问询来函",M005_S3A,"检查结果出炉（最终阶段）",risk_compliance,hegui_chen,2,FALSE,,"推动建立底稿标准化流程","你写了份《底稿归档标准化SOP》，说服林总批准了。下次检查的时候，所有人都只需要按流程做——不用再突击了。",-1,-1,0,-2,-4,risk_reducer,formal,,
T0241,regulatory,"监管问询来函",M005_S3A,"检查结果出炉（最终阶段）",risk_compliance,hegui_chen,2,FALSE,,"记住教训但暂不推动流程变更","你在自己的日历上设了个提醒「每季度归档一次」。但这只是你一个人的好习惯——团队其他人下次还会手忙脚乱。",0,0,0,1,1,neutral,safe,,
T0242,regulatory,"监管问询来函",M005_S3B,"检查结果出炉（最终阶段）",risk_compliance,hegui_chen,2,FALSE,,"吸取教训，主动建立归档规范","虽然检查结果一般，但你因此建立了一套归档规范。下次会好很多。",-1,0,0,-1,-2,neutral,safe,,
T0243,regulatory,"监管问询来函",M005_S3B,"检查结果出炉（最终阶段）",risk_compliance,hegui_chen,2,FALSE,,"松了一口气，恢复正常工作","你松了一口气，回到了日常节奏。至于底稿问题——下次检查还早呢，到时候再说。",0,0,0,1,1,neutral,safe,,
T0244,annual_report,"年报披露倒计时",M006,"ESG数据被第三方机构质疑",risk_compliance,hegui_chen,2,FALSE,,"逐条核实数据，发布正式澄清公告","你花了三天逐条验证数据、核对口径。发布的澄清公告引用了原始数据和审计报告——质疑声很快平息了。",-2,0,1,-2,-3,time_heavy;risk_reducer,formal,,
T0245,annual_report,"年报披露倒计时",M006,"ESG数据被第三方机构质疑",risk_compliance,hegui_chen,2,FALSE,,"请第三方审计机构出具确认函","审计机构收了加急费，出了份确认函。问题暂时压下去了，但这笔额外的审计费财务小周很不高兴。",-1,-2,0,-1,-4,budget_drain,professional,,
T0246,annual_report,"年报披露倒计时",M006,"ESG数据被第三方机构质疑",risk_compliance,hegui_chen,2,FALSE,,"发声明说数据在审查中，暂不回应","你发了份模糊的声明。投资机构不买账，在社交媒体上继续追问——合规陈老师说这变成了一个公关问题。",0,0,0,2,2,risk_taker,risky,,
T0247,annual_report,"年报披露倒计时",M006_S2A,"澄清之后的机会（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"接受邀请，准备主题分享","你在论坛上分享了公司的ESG数据管理体系。会后三家投资机构来交换名片。张总说「这次危机变成了机会」。",-2,0,2,-1,-1,time_heavy;satisfaction_boost,professional,,
T0248,annual_report,"年报披露倒计时",M006_S2A,"澄清之后的机会（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"婉拒邀请，保持低调","你说目前精力有限。对方表示理解。但那个论坛上的品牌曝光机会——你不会再有了。",0,0,1,-1,0,neutral,safe,,
T0249,annual_report,"年报披露倒计时",M006_S2B,"审计费用的连锁反应（阶段 2/2）",budget_conflict,caiwu_zhou,2,FALSE,,"写一份详尽的超预算说明，强调必要性","你写了份情真意切的说明——监管压力、市场反应、远期品牌价值。财务小周批了，但备注了「下不为例」。",-1,0,1,-1,-1,neutral,safe,,
T0250,annual_report,"年报披露倒计时",M006_S2B,"审计费用的连锁反应（阶段 2/2）",budget_conflict,caiwu_zhou,2,FALSE,,"从其他项目预算中临时调剂","你动了别的项目的预算——那个项目的负责人后来发现了，非常不满。但至少眼下这个问题解决了。",0,0,-1,1,0,neutral,safe,,
T0251,annual_report,"年报披露倒计时",M006_S2C,"舆情扩散（阶段 2/2）",satisfaction_mgmt,lin_zong,2,FALSE,,"紧急召开沟通会，当面回答所有质疑","你开了一场线上沟通会，回答了投资机构的每一个问题。虽然花了大量时间，但公开透明的态度挽回了信任。",-2,0,1,-1,-2,time_heavy,professional,,
T0252,annual_report,"年报披露倒计时",M006_S2C,"舆情扩散（阶段 2/2）",satisfaction_mgmt,lin_zong,2,FALSE,,"发第二份声明，这次详细一些","你发了第二份声明——但舆论已经形成了「这家公司不透明」的印象。一份声明改变不了什么。",-1,0,-1,1,-1,neutral,safe,,
T0253,internal_review,"领导查看中期版本",M007,"跨部门责任推诿大赛",budget_conflict,lin_zong,2,FALSE,,"组织三方会议，当面理清责任","你把市场部、产品部和客户都拉到同一个群里。经过两小时的讨论，问题源头被定位到了——是原始需求文档的一句歧义表述。",-2,0,1,-1,-2,time_heavy,professional,,
T0254,internal_review,"领导查看中期版本",M007,"跨部门责任推诿大赛",budget_conflict,lin_zong,2,FALSE,,"基于现有证据做判断，自己承担责任","你梳理了邮件记录，做了一个折中判断——然后自己扛下了协调责任。事情暂时解决了，但两个部门都觉得你「偏袒了对方」。",-1,0,-1,-1,-3,neutral,safe,,
T0255,internal_review,"领导查看中期版本",M007,"跨部门责任推诿大赛",budget_conflict,lin_zong,2,FALSE,,"上报林总，请他仲裁","你写了份邮件给林总说明了情况。林总回复「你们自己协调」——但抄送了两个部门的负责人。气氛更诡异了。",0,0,-1,1,0,neutral,safe,,
T0256,internal_review,"领导查看中期版本",M007_S2A,"根源解决之后（阶段 2/2）",time_pressure,lin_zong,2,FALSE,,"推动建立需求确认标准化流程","你设计了一份《需求确认清单》，要求所有跨部门需求必须走确认流程。林总批了——「终于有人做了这件事。」",-1,0,2,-1,0,satisfaction_boost,safe,,
T0257,internal_review,"领导查看中期版本",M007_S2A,"根源解决之后（阶段 2/2）",time_pressure,lin_zong,2,FALSE,,"在部门之间建立定期同步机制","你设立了双周同步会。虽然多了一个会，但信息壁垒明显减少了。",-1,0,1,-1,-1,neutral,safe,,
T0258,internal_review,"领导查看中期版本",M007_S2B,"两边都不讨好的后果（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"分别约两边负责人喝咖啡，修复关系","两杯咖啡的工夫，你把事情解释清楚了——你并没有偏袒任何一方，你只是在解决一个系统性问题。两边的关系慢慢修复了。",-2,-1,1,0,-2,time_heavy,professional,,
T0259,internal_review,"领导查看中期版本",M007_S2B,"两边都不讨好的后果（阶段 2/2）",satisfaction_mgmt,zhang_zong,2,FALSE,,"专注于交付质量——用结果说话","你专注做好了后续的交付。客户很满意——这确实压制了一些不满。但内部的隐形成本仍在累积。",-1,0,-1,1,-1,neutral,safe,,
T0260,supplier_chain,"供应商集体掉链子",M008,"供应商坐地起价+预算超限",budget_conflict,gongying_wang,3,FALSE,,"货比三家，紧急寻找替代供应商","你联系了五家供应商，拿到了三家报价——其中一家的价格比王姐涨价后还低15%。不是所有供应商都会坐地起价。",-2,-1,0,-1,-4,time_heavy,professional,,
T0261,supplier_chain,"供应商集体掉链子",M008,"供应商坐地起价+预算超限",budget_conflict,gongying_wang,3,FALSE,,"跟王姐谈判，要求部分降价","你跟王姐磨了半天，她松口了——「给你打九折，但下次别这么磨我了」。省了一点，但预算还是超了。",-1,-1,1,0,-1,neutral,safe,,
T0262,supplier_chain,"供应商集体掉链子",M008,"供应商坐地起价+预算超限",budget_conflict,gongying_wang,3,FALSE,,"认了涨价，向林总申请追加预算","你向林总申请预算追加。林总批了——但他加了一句「下次采购要多比价」。你感觉自己亏了。",0,-2,-1,0,-3,budget_drain,safe,,
T0263,supplier_chain,"供应商集体掉链子",M008_S2A,"切换供应商的阵痛（阶段 2/3）",time_pressure,gongying_wang,2,FALSE,,"坚持换供应商，花时间磨合","你坚持切换到新供应商。首单有些磕碰，但从长远来看你省了钱，也多了一个备选渠道。王姐那边以后再说。",-1,1,0,-1,-1,budget_gain,professional,,
T0264,supplier_chain,"供应商集体掉链子",M008_S2A,"切换供应商的阵痛（阶段 2/3）",time_pressure,gongying_wang,2,FALSE,,"接受王姐的回头价","你接受了王姐的回头价——比最初便宜了些但比新供应商贵。王姐说「下次合作愉快」——她赢了。",0,-1,1,0,0,neutral,safe,,
T0265,supplier_chain,"供应商集体掉链子",M008_S2B,"预算缺口的填补（阶段 2/3）",budget_conflict,caiwu_zhou,2,FALSE,,"削减非核心物料的开支","你砍掉了一些「锦上添花」的物料——印刷品少了些，礼品档次降了。整体效果勉强维持，但懂的人看得出缩水了。",0,1,-1,-1,-1,budget_gain,safe,,
T0266,supplier_chain,"供应商集体掉链子",M008_S2B,"预算缺口的填补（阶段 2/3）",budget_conflict,caiwu_zhou,2,FALSE,,"推迟部分不紧急的采购到下期","你把部分采购推迟了——下期预算能不能覆盖？到时候再说。财务小周提醒你「延期采购不能超过一个季度」。",0,1,0,1,2,budget_gain,safe,,
T0267,supplier_chain,"供应商集体掉链子",M008_S2C,"预算追加后的审查（阶段 2/3）",time_pressure,caiwu_zhou,2,FALSE,,"认真写每份说明，建立清晰的预算轨迹","你花时间写了详细的支出说明。财务部很满意——「终于有人认真写说明了」。虽然花了时间但建立了信任。",-2,0,0,-1,-3,time_heavy,professional,,
T0268,supplier_chain,"供应商集体掉链子",M008_S2C,"预算追加后的审查（阶段 2/3）",time_pressure,caiwu_zhou,2,FALSE,,"写简化版说明，能过审就行","你写了几份模板化的说明交上去了。财务部没说什么——但也没说满意。下次审查可能会更严。",-1,0,0,1,0,neutral,safe,,
T0269,supplier_chain,"供应商集体掉链子",M008_S3A,"预算危机之后（最终阶段）",budget_conflict,lin_zong,2,FALSE,,"建立供应商备选库和预算预警机制","你做了一份供应商备选清单和一套预算预警机制。林总看了说「以后所有项目都按这个标准来」——你的个人实践变成了团队标准。",-1,0,1,-2,-2,risk_reducer,formal,,
T0270,supplier_chain,"供应商集体掉链子",M008_S3A,"预算危机之后（最终阶段）",budget_conflict,lin_zong,2,FALSE,,"记录经验教训在自己笔记本里","你把这套方法记在了自己的笔记本里。下次类似情况你会有预案，但只有你一个人有。",0,0,0,1,1,neutral,safe,,
T0271,supplier_chain,"供应商集体掉链子",M008_S3B,"预算危机之后（最终阶段）",budget_conflict,caiwu_zhou,2,FALSE,,"申请参加预算管理培训课程","你报了个预算管理线上课。财务小周听说后给你发了份内部资料——「你是第一个主动学这个的PM」。",-1,-1,1,0,-1,neutral,safe,,
T0272,supplier_chain,"供应商集体掉链子",M008_S3B,"预算危机之后（最终阶段）",budget_conflict,caiwu_zhou,2,FALSE,,"下次提前预留应急预算","你学会了在项目预算里留10%的应急金。下次供应商涨价的时候，你就不会这么被动了。",0,0,0,-1,-1,neutral,safe,,
T0273,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,FALSE,,"连夜重做对标分析，选三家最匹配的公司","你熬夜选了三家最精准的对标公司，重新做了对比图表。第二天路演时，投资人看了对标页说「这个选得很好」——值了。",-2,0,1,-1,-2,time_heavy,professional,,
T0274,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"连夜换，尽量赶上明早路演","你熬到凌晨三点更新了对标数据。投资人没看出任何异常。",-2,-1,1,-1,-3,time_heavy,professional,,
T0275,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"用现有材料，口头补充新对标","你在Q&A环节口头引用了新数据。投资人觉得你准备充分。",-1,-1,1,1,0,neutral,professional,,
T0276,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"只改关键那几页","只改了投资人对标那几页。PPT前后风格略有不同，但核心信息到位了。",-2,-1,1,-1,-3,time_heavy,professional,,
T0277,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"找行业研究团队帮忙","你动用了行业研究团队的关系网，拿到了最新的对标数据。",-1,-1,2,-1,-1,satisfaction_boost,professional,,
T0278,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"和投资人坦诚沟通时间不够","你坦诚地说需要更多时间。投资人反而觉得你很靠谱。",0,1,1,1,3,budget_gain,safe,,
T0279,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,FALSE,,"修改少量表述但不换对标公司","你调整了对标页的措辞但保留了原来的公司。投资人在Q&A环节当面质疑了对标选择——场面有些尴尬。",-1,0,-1,1,-1,neutral,safe,,
T0280,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"用旧数据，标注待更新","脚注写着待更新。有经验的投资者一眼就能看出来。",0,1,-1,2,2,budget_gain;risk_taker,risky,,
T0281,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"用AI工具快速生成新数据","数据看起来合理——但AI编的。祈祷没人核实。",0,1,-1,3,3,budget_gain;risk_taker,risky,,
T0282,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"只更新最核心的三个指标","你更新了ROI、市场份额和增长率。这三个数字决定了投资人的兴趣。",-1,-1,1,-1,-2,neutral,professional,,
T0283,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"引用公开财报的行业数据","公开数据虽然不如定制数据精准，但来源可靠，投资人不会质疑。",0,1,-1,1,1,budget_gain,safe,,
T0284,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"承认数据需要更新，会后补充","投资人欣赏你的诚实。会后你发来了完整的更新数据。",0,1,1,1,3,budget_gain,safe,,
T0285,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,FALSE,,"请团队分工——你写文案，阿哲做图表","你和阿哲分头行动，你写分析逻辑，他做视觉呈现。凌晨三点完工——一份漂亮的对标分析诞生了。团队协作的效率比单打独斗高得多。",-2,-1,1,0,-2,time_heavy,professional,,
T0286,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"全盘接受，重新做","你选择相信投资人的判断。从零重建虽然痛苦，但方向对了。",-2,-1,1,-1,-3,time_heavy,professional,,
T0287,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"部分接受，协商折中方案","双方各退一步。投资人觉得你既尊重建议又有主见。",-1,-1,1,-1,-2,neutral,professional,,
T0288,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"礼貌地坚持原方案","你坚持己见。投资人没再说什么——但他们的表情说明了一切。",0,1,-1,2,2,budget_gain;risk_taker,risky,,
T0289,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"邀请投资人参与讨论","把投资人拉进讨论群。对方觉得被重视，甚至主动提供了数据支持。",-1,-1,2,-1,-1,satisfaction_boost,professional,,
T0290,roadshow,"路演前24小时",T001,"路演前投资人突然要求换行业对标",time_pressure,zhang_zong,2,TRUE,,"先答应，路演完了再说","你满口答应。路演成功了——但承诺还没兑现。",0,1,1,2,4,budget_gain;risk_taker,risky,,
T0291,roadshow,"路演前24小时",T002,"演讲者腹泻——你需要替补",time_pressure,zhang_zong,2,FALSE,,"接下任务，紧急排练核心要点","你花了45分钟排练了核心五张幻灯片。演讲时声音有些抖，但内容扎实。投资人给了不错的反馈——「接地气，不像CEO那么官方」。",-1,0,2,-1,0,satisfaction_boost,safe,,
T0292,roadshow,"路演前24小时",T002,"演讲者腹泻——你需要替补",time_pressure,zhang_zong,2,FALSE,,"推荐阿哲上——他的表达比你流畅","阿哲上台讲得很流畅，但有几个业务细节他没说清楚。投资人问了几个问题他答不上来，你在台下小声提示。总算是混过去了。",0,0,1,-1,0,neutral,safe,,
T0293,roadshow,"路演前24小时",T002,"演讲者腹泻——你需要替补",time_pressure,zhang_zong,2,FALSE,,"坚持找CEO——给他送药","你跑到药店买了肠胃药送到CEO房间。他勉强上了台——但声音虚弱，状态明显不好。路演效果打了折扣。",-1,0,-1,2,0,risk_taker,risky,,
T0294,scope_creep,"客户突然加需求",T003,"客户追加完需求后的连锁变化",satisfaction_mgmt,shenmi_qun,2,FALSE,,"约李经理开视频会，对齐新方向","你和李经理聊了半小时，发现他只是想展示「新官上任三把火」。你巧妙地保留核心方向，表面做了些调整——他满意了，你也没有推倒重来。",-1,0,1,-1,-1,neutral,safe,,
T0295,scope_creep,"客户突然加需求",T003,"客户追加完需求后的连锁变化",satisfaction_mgmt,shenmi_qun,2,FALSE,,"按李经理的新方向推倒重来","你推翻了三周的成果，按新方向重新做。李经理很满意——但林总看到工时成本后表情不太好看。",-2,0,1,-1,-2,time_heavy,professional,,
T0296,scope_creep,"客户突然加需求",T003,"客户追加完需求后的连锁变化",satisfaction_mgmt,shenmi_qun,2,FALSE,,"委婉拒绝，说明前期确认的方向不可逆","你礼貌但坚定地拒绝了方向变更。李经理说「我需要再考虑一下是否继续这个项目」。空气凝固了。",0,0,-2,1,-1,satisfaction_hit,safe,,
T0297,budget_cut,"项目预算被砍30%",T004,"财务要求所有外部采购重新竞标",budget_conflict,caiwu_zhou,2,FALSE,,"老老实实走三家比价","你花了一天完成了三份比价表。财务小周审核通过了——「流程完整，没问题」。虽然累但合规。",-2,0,0,-1,-3,time_heavy,professional,,
T0298,budget_cut,"项目预算被砍30%",T004,"财务要求所有外部采购重新竞标",budget_conflict,caiwu_zhou,2,FALSE,,"把三笔采购合并成一笔，只走一次比价","你找了个理由把三笔采购合并了——省了两轮比价流程。财务小周说「下次不要这样」——她默许了这次但记下了风险。",-1,0,0,1,0,neutral,safe,,
T0299,budget_cut,"项目预算被砍30%",T004,"财务要求所有外部采购重新竞标",budget_conflict,caiwu_zhou,2,FALSE,,"找已经签了长期框架协议的供应商","你翻出了之前签的框架协议——上面有固定价格条款，不需要重新比价。好在你之前有先见之明签了这些协议。",-1,-1,0,-1,-3,neutral,professional,,
T0300,budget_cut,"项目预算被砍30%",T005,"林总要求的""创造性节流""",budget_conflict,lin_zong,2,FALSE,,"在团队内部做一次需求优先级排序","你把所有需求按影响力和紧迫度排序，砍掉了排名最后的两项。林总看了你的排序逻辑说「这就是创造性节流」——你省了预算还得到了表扬。",-1,2,0,-1,0,budget_gain,professional,,
